pressure14_063,temperature14_063,k,o,r
1.390089999999999918e+03,5.767350000000000421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.394430000000000064e+03,5.976750000000000007e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389900000000000091e+03,6.198439999999999728e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.388160000000000082e+03,6.434319999999999595e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.386549999999999955e+03,6.653749999999999609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.388559999999999945e+03,6.911330000000000418e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.384539999999999964e+03,7.072359999999999758e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389089999999999918e+03,7.268410000000000259e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.397069999999999936e+03,7.468309999999999782e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.395549999999999955e+03,7.652529999999999610e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.403730000000000018e+03,7.804350000000000342e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404630000000000109e+03,8.020110000000000738e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.408759999999999991e+03,8.207179999999999254e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.416759999999999991e+03,8.371059999999999945e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.416200000000000045e+03,8.524340000000000472e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.412410000000000082e+03,8.582160000000000011e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.423180000000000064e+03,8.735150000000000858e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.447049999999999955e+03,8.789339999999999264e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.441930000000000064e+03,8.868729999999999336e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.435819999999999936e+03,8.924709999999999255e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.436319999999999936e+03,8.954240000000000421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428980000000000018e+03,8.989839999999999165e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428779999999999973e+03,9.013450000000000628e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.430740000000000009e+03,9.020759999999999224e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.444740000000000009e+03,8.999829999999999330e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.411569999999999936e+03,8.970140000000000668e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.392309999999999945e+03,8.903819999999999624e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.381839999999999918e+03,8.830149999999999721e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360630000000000109e+03,8.737700000000000244e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.351880000000000109e+03,8.658530000000000726e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.382619999999999891e+03,8.625130000000000408e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.413509999999999991e+03,8.505839999999999179e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.471509999999999991e+03,8.442579999999999529e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.435920000000000073e+03,8.427619999999999223e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.379619999999999891e+03,8.217439999999999856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.393240000000000009e+03,8.145139999999999603e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.401109999999999900e+03,8.200029999999999930e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.315390000000000100e+03,8.268430000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274259999999999991e+03,8.320320000000000604e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.238309999999999945e+03,8.316599999999999326e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.217420000000000073e+03,8.324780000000000513e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.190609999999999900e+03,8.302949999999999164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.177180000000000064e+03,8.316269999999999385e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.156910000000000082e+03,8.347780000000000200e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.142519999999999982e+03,8.396959999999999980e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.121450000000000045e+03,8.443339999999999179e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103539999999999964e+03,8.485900000000000887e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.085690000000000055e+03,8.525510000000000588e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.069670000000000073e+03,8.543010000000000659e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.052109999999999900e+03,8.566900000000000404e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.032420000000000073e+03,8.577349999999999142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.024019999999999982e+03,8.585409999999999542e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.013809999999999945e+03,8.533889999999999532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.011049999999999955e+03,8.487569999999999837e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.001299999999999955e+03,8.449350000000000804e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000799999999999955e+03,8.428319999999999368e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.918289999999999509e+02,8.379009999999999181e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.760700000000000500e+02,8.342999999999999972e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.641639999999999873e+02,8.340749999999999886e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.571259999999999764e+02,8.324550000000000338e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.367640000000000100e+02,8.294059999999999988e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.244790000000000418e+02,8.300629999999999953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.084529999999999745e+02,8.301579999999999515e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.940969999999999800e+02,8.347810000000000841e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.784030000000000200e+02,8.377599999999999270e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.676580000000000155e+02,8.475600000000000023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.555370000000000346e+02,8.563570000000000348e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.422540000000000191e+02,8.666499999999999204e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.343650000000000091e+02,8.773339999999999250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.233329999999999700e+02,8.870029999999999859e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.097569999999999482e+02,8.950010000000000687e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.014809999999999945e+02,9.028529999999999944e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.915380000000000109e+02,9.091720000000000468e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.791159999999999854e+02,9.163759999999999906e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.678179999999999836e+02,9.228619999999999379e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.557100000000000364e+02,9.280120000000000147e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.444880000000000564e+02,9.309400000000000119e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.345249999999999773e+02,9.327870000000000772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.268029999999999973e+02,9.331179999999999808e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.188379999999999654e+02,9.314310000000000755e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.095710000000000264e+02,9.291539999999999466e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.999950000000000045e+02,9.272629999999999484e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.904439999999999600e+02,9.258530000000000371e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.801530000000000200e+02,9.257319999999999993e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.689429999999999836e+02,9.268720000000000070e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.571250000000000000e+02,9.285729999999999151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.454710000000000036e+02,9.309630000000000294e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.329429999999999836e+02,9.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200280000000000200e+02,9.365610000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.075109999999999673e+02,9.417389999999999262e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.949389999999999645e+02,9.481780000000000541e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.824039999999999964e+02,9.563710000000000377e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.701970000000000027e+02,9.659150000000000347e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.589109999999999445e+02,9.763389999999999347e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.485180000000000291e+02,9.867250000000000298e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.392730000000000246e+02,9.972080000000000055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
