pressure14_063,temperature14_063,k,o,r
1.416069999999999936e+03,9.196799999999999642e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.363109999999999900e+03,8.976589999999999847e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.429950000000000045e+03,8.359189999999999898e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.253900000000000091e+03,8.406319999999999126e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.202289999999999964e+03,8.292519999999999669e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139140000000000100e+03,8.408889999999999532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.064599999999999909e+03,8.631059999999999732e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.027619999999999891e+03,8.496029999999999305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.516330000000000382e+02,8.314930000000000376e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.881779999999999973e+02,8.297739999999999227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.189589999999999463e+02,8.548759999999999692e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.642540000000000191e+02,9.004590000000000316e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.311789999999999736e+02,9.324220000000000397e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.797789999999999964e+02,9.469129999999999825e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.478579999999999472e+02,9.464959999999999596e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.140030000000000427e+02,9.418609999999999260e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.818730000000000473e+02,9.433230000000000004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.281040000000000418e+02,9.765930000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.831190000000000282e+02,1.018420000000000059e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.509689999999999941e+02,1.061110000000000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.555779999999999745e+02,1.089910000000000068e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.979870000000000232e+02,1.095449999999999946e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.734389999999999645e+02,1.076559999999999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325549999999999955e+03,4.100649999999999906e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.358970000000000027e+03,4.180629999999999846e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.379049999999999955e+03,4.677640000000000242e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.383440000000000055e+03,5.556799999999999962e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.392650000000000091e+03,6.661570000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.397039999999999964e+03,7.685810000000000031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.436250000000000000e+03,8.535299999999999443e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.451859999999999900e+03,9.118719999999999715e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.512089999999999918e+03,9.270220000000000127e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.413450000000000045e+03,9.415319999999999467e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.452339999999999918e+03,9.198639999999999262e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.443240000000000009e+03,8.868109999999999715e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.278319999999999936e+03,8.667089999999999961e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180130000000000109e+03,8.396819999999999951e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.108390000000000100e+03,8.411599999999999966e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.015149999999999977e+03,8.455370000000000275e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.508079999999999927e+02,8.419999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.023070000000000164e+02,8.407189999999999941e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.611860000000000355e+02,8.610290000000000887e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.442839999999999918e+02,8.991690000000000182e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.278099999999999454e+02,9.439280000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.011290000000000191e+02,9.700820000000000221e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.710399999999999636e+02,9.806050000000000821e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.460330000000000155e+02,9.717990000000000350e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.151140000000000327e+02,9.581189999999999429e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.483680000000000518e+02,9.593799999999999883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.735769999999999982e+02,9.947960000000000136e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.152619999999999436e+02,1.038700000000000045e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.828530000000000086e+02,1.086340000000000039e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.999110000000000014e+02,1.129860000000000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.272419999999999618e+02,1.136829999999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.562609999999999673e+02,1.097869999999999990e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.349119999999999891e+03,3.884819999999999940e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.383859999999999900e+03,4.113990000000000258e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.414150000000000091e+03,4.675699999999999967e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.397690000000000055e+03,5.529709999999999681e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.411190000000000055e+03,6.649689999999999657e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.415250000000000000e+03,7.704909999999999926e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.441829999999999927e+03,8.498269999999999769e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.456660000000000082e+03,9.014200000000000657e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.492529999999999973e+03,9.145369999999999777e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.485339999999999918e+03,9.462809999999999278e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.537009999999999991e+03,9.404120000000000701e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.346740000000000009e+03,9.075419999999999376e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.272240000000000009e+03,8.721769999999999357e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.145170000000000073e+03,8.309609999999999275e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.045130000000000109e+03,8.272370000000000445e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.438999999999999773e+02,8.334390000000000853e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.001169999999999618e+02,8.520250000000000767e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.788680000000000518e+02,8.721220000000000638e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.797899999999999636e+02,9.069509999999999295e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.804470000000000027e+02,9.423579999999999401e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.668179999999999836e+02,9.685660000000000380e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.391760000000000446e+02,9.753989999999999938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.085969999999999800e+02,9.789419999999999789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.721059999999999945e+02,9.768620000000000303e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.244769999999999754e+02,9.774240000000000705e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.584829999999999472e+02,9.904439999999999245e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000769999999999982e+02,1.023470000000000013e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.635359999999999445e+02,1.056739999999999924e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.474239999999999782e+02,1.098910000000000053e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.384299999999999500e+02,1.142370000000000019e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.249950000000000045e+02,1.151709999999999923e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.213229999999999791e+02,1.118709999999999916e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375390000000000100e+03,3.847529999999999895e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399180000000000064e+03,4.137679999999999580e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.420670000000000073e+03,4.726899999999999658e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.415930000000000064e+03,5.615999999999999659e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428079999999999927e+03,6.726720000000000255e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448019999999999982e+03,7.748770000000000380e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.456480000000000018e+03,8.367570000000000618e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.529779999999999973e+03,8.826520000000000366e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.594720000000000027e+03,9.078269999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.547309999999999945e+03,9.430279999999999774e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.463529999999999973e+03,9.467330000000000467e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.353200000000000045e+03,9.115249999999999631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.236750000000000000e+03,8.542239999999999611e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.089099999999999909e+03,8.173000000000000043e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008370000000000005e+03,8.271459999999999368e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.620929999999999609e+02,8.561080000000000467e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.706760000000000446e+02,8.925869999999999749e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.681589999999999918e+02,9.229979999999999407e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.338460000000000036e+02,9.464629999999999654e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.728650000000000091e+02,9.596830000000000638e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.012540000000000191e+02,9.592859999999999943e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.378849999999999909e+02,9.565390000000000725e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.856799999999999500e+02,9.591350000000000264e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.457350000000000136e+02,9.604580000000000339e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.062200000000000273e+02,9.725580000000000780e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.737670000000000528e+02,9.990560000000000329e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.713200000000000500e+02,1.029119999999999990e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.961269999999999527e+02,1.061969999999999992e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100099999999999909e+02,1.095899999999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.043339999999999463e+02,1.134919999999999973e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.635359999999999445e+02,1.148990000000000045e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.085769999999999982e+02,1.130499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428380000000000109e+03,4.004039999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.420170000000000073e+03,4.326369999999999827e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.445099999999999909e+03,4.990370000000000417e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449339999999999918e+03,5.873750000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.456079999999999927e+03,6.891379999999999839e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.473769999999999982e+03,7.730360000000000120e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.546319999999999936e+03,8.268349999999999866e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.556829999999999927e+03,8.666669999999999874e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.523150000000000091e+03,8.889160000000000394e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.476880000000000109e+03,9.220499999999999474e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.416279999999999973e+03,9.512180000000000746e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.334740000000000009e+03,8.927360000000000184e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.209779999999999973e+03,8.437369999999999592e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105230000000000018e+03,8.338509999999999422e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.071099999999999909e+03,8.594419999999999504e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.062420000000000073e+03,8.971659999999999968e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.018379999999999995e+03,9.255290000000000461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.347590000000000146e+02,9.421010000000000773e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.468980000000000246e+02,9.462210000000000676e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.657229999999999563e+02,9.448560000000000514e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.949339999999999691e+02,9.444699999999999207e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.435380000000000109e+02,9.505940000000000722e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.924299999999999500e+02,9.605549999999999145e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.392920000000000300e+02,9.675940000000000651e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.889519999999999982e+02,9.814149999999999707e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.651360000000000241e+02,9.989570000000000505e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.788980000000000246e+02,1.020139999999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.933419999999999845e+02,1.038599999999999923e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.857909999999999968e+02,1.053819999999999979e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.929259999999999877e+02,1.084009999999999962e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.854130000000000109e+02,1.110420000000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.819519999999999982e+02,1.135009999999999941e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.483289999999999964e+03,4.139149999999999885e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.453640000000000100e+03,4.557220000000000049e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448250000000000000e+03,5.272429999999999950e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.467380000000000109e+03,6.194630000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.480359999999999900e+03,7.134739999999999860e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.565690000000000055e+03,7.716400000000000148e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.631970000000000027e+03,8.230380000000000251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524490000000000009e+03,8.551399999999999224e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.484640000000000100e+03,9.017039999999999722e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448450000000000045e+03,9.414979999999999905e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.412160000000000082e+03,9.425639999999999574e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.298230000000000018e+03,8.848589999999999733e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.194190000000000055e+03,8.391489999999999227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.168150000000000091e+03,8.543110000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160950000000000045e+03,8.870850000000000790e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.087809999999999945e+03,9.148740000000000094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.598110000000000355e+02,9.294660000000000366e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.508550000000000182e+02,9.362259999999999138e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.636920000000000073e+02,9.377100000000000435e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.912730000000000246e+02,9.440039999999999765e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.292730000000000246e+02,9.628669999999999618e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.735480000000000018e+02,9.807430000000000092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.169039999999999964e+02,9.907750000000000057e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.744889999999999759e+02,9.968740000000000379e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.492730000000000246e+02,1.009050000000000047e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.712160000000000082e+02,1.021969999999999956e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.959220000000000255e+02,1.032210000000000072e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.718919999999999959e+02,1.032380000000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.276669999999999732e+02,1.028829999999999956e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.794110000000000014e+02,1.038499999999999979e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.867909999999999968e+02,1.070139999999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.428570000000000277e+02,1.133830000000000027e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519450000000000045e+03,4.241550000000000153e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.481670000000000073e+03,4.742320000000000313e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.464710000000000036e+03,5.547480000000000189e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.512640000000000100e+03,6.437820000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.588220000000000027e+03,7.547780000000000378e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.599849999999999909e+03,7.900699999999999612e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.630759999999999991e+03,8.385220000000000340e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.567269999999999982e+03,8.959400000000000475e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
